id,description
3764,"Seminar investigates the aesthetics of sport as theatrical performance and explores the performance of race, gender, class, nation, and sexuality in sport. Readings drawn from theatre/performance studies, anthropology, sociology, ethnic studies, gender studies, history, and kinesiology. Topics include barnstorming, Olympics, Title IX, Native American mascots, and a variety of sports ranging from football to figure skating. Students taking graduate version complete additional assignments. Limited to 18."
3765,"Seminar investigates the aesthetics of sport as theatrical performance and explores the performance of race, gender, class, nation, and sexuality in sport. Readings drawn from theatre/performance studies, anthropology, sociology, ethnic studies, gender studies, history, and kinesiology. Topics include barnstorming, Olympics, Title IX, Native American mascots, and a variety of sports ranging from football to figure skating. Students taking graduate version complete additional assignments. Enrollment Limited."
3766,"Explores the role theater productions have played in shaping Chinese society, politics, and cultural exchange during the past century. Topics include censorship, audience reception, and current translingual and cross-cultural trends. Examines plays in English translation, videos, photographs, archival materials, and English-language books and articles about Chinese theater. Students taking graduate version complete additional assignments. Enrollment limited."
3767,"Explores the role theater productions have played in shaping Chinese society, politics, and cultural exchange during the past century. Topics include censorship, audience reception, and current translingual and cross-cultural trends. Examines plays in English translation, videos, photographs, archival materials, and English-language books and articles about Chinese theater. Students taking graduate version complete additional assignments. Enrollment limited."
3768,"See description under subject CMS.403[J]. Limited to 20."
3769,"Introduces applications of music in theater and performance. Encourages experimentation with different genres of singing, acting, and movement by exploring an array of historical and contemporary styles and techniques. Students develop and perform their own original songs and textual materials, gaining a theoretical and practical understanding of the actor's contribution to the dynamic form of musical theater. Previous experience in musical theater not required."
3770,"Gives students who have begun the process of bringing themselves to a dramatic moment the opportunity to apply their skills to scripted material. Studio work in this class further develops the completeness, spontaneity, and honesty of expression of the actor's body, imagination, and voice; and introduces written material and the problems of synthesizing the self, the moment, and the scripted word. Weekly rehearsals with a scene partner. Enrollment may be limited."
3771,"Focuses on reading a script theatrically with a view to mounting a coherent production. Through careful, intensive reading of a variety of plays from different periods and different aesthetics, a pattern emerges for discerning what options exist for interpretating a script. Students discuss the consequences of those options for production. Enrollment limited."
3772,"Pursues detailed study of a particular playtext or theme and is related to some planned production activity during the following IAP. Seminar activities may include guest speakers from various disciplines who approach some aspect of the playtext or theme from the perspective of their fields; various theatrical practitioners; and critical and scholarly presentations by seminar members. Participation in the IAP production is not required."
3773,"Multidisciplinary studio seminar provides opportunity for study in performance theory and practice. Topics vary from term to term; may be taught by visiting faculty. May be repeated for credit if content differs."
3774,"Studio workshop designed for students who possess a basic understanding of the principles of design and seek a more intensive study of costume. Students develop designs through a collaborative creative process that incorporates production dramaturgy and script analysis, and map those findings to a scenographically charged directorial concept. Fosters period research, conceptual design, and rendering skills through practical studio exercises. Instruction in life drawing, visual presentation, and basic costume construction provides the tools for applying conceptual design skills in performance."
3775,"Investigates the creation of stage environments for live performance. Students develop stage designs related to current production projects at MIT. A research paper exploring the work of a theater designer is also required. Focuses on developing the designer's communication tools, particularly in the areas of visual research, 3-D digital model making, and design presentation. Examines the relationship of stage design to theater architecture, emerging media technologies and dramaturgies of the 20th and 21st centuries."
3776,"Explores the history, concepts and techniques of sculpting space with light within a contemporary context. Students experiment with a wide range of approaches, tools, and skills to develop their own creative vision. Focuses on discrete forms that include live performance, installation, architecture, and developments in applied technologies. Studio projects alternate between conceptual studies and realized designs reflective of students' own unique interests and talents. Enrollment may be limited."
3777,"Studio examines the role of the technical designer as an integral member of an ensemble. Focusing on the artistic process, students develop their own unique approaches to stage design, lighting, sound, video design and other new media applications for the performing arts. They also explore an array of pre-production research and rehearsal techniques and analyze dramatic texts. Introduces theoretical and practical aspects of technical design, from the budgeting of time and selection of materials, to use of new technologies. Culminates in a public showing of final design projects for an invited audience."
3778,"Continued work in the development of play scripts for the theater. Writers work on sustained pieces in weekly workshop meetings, individual consultation with the instructor, and in collaboration with student actors, directors, and designers. Fully developed scripts eligible for inclusion in the Playwrights' Workshop production. Students taking graduate version complete additional assignments. Enrollment may be limited."
3779,"Continued work in the development of play scripts for the theater. Writers work on sustained pieces in weekly workshop meetings, individual consultation with the instructor, and in collaboration with student actors, directors, and designers. Fully developed scripts eligible for inclusion in the Playwrights' Workshop production. Students taking graduate version complete additional assignments."
3780,"Empty text. This is a test"
3781,"Explores several models of directing, each with its unique structures, philosophy, terminology, and techniques. Exploration is intended to lead to the development of an individual voice for each student and clarity in his/her directorial point of view. Class sessions concentrate on how a point of view is arrived at through analysis of material and the way the results are rendered with the basic tools of theater. All points of view are honored as long as they can be actively supported by the work. Students taking graduate version complete additional assignments."
3782,"Investigates repertoire from international creators of theater, opera, performance art, and dance. Explores diverse storytelling and directorial points of view, examining the contexts which inform approaches to performance making. Discusses specific cultural and political shifts that have inspired the work of international artists, such as Marina Abramovic (Serbia), Pina Bausch (Germany), Nora Chipaumire (Zimbabwe), Ping Chong (US/Canada), Peter Sellars (US), and The Yes Men (US). Weekly readings, screenings and guest artists provide the foundation for an understanding of the role of director as an artist who finds inspiration in the contradictions of the world. Students taking graduate version complete additional assignments."
3783,"Investigates repertoire from international creators of theater, opera, performance art, and dance. Explores diverse storytelling and directorial points of view, examining the contexts which inform approaches to performance making. Discusses specific cultural and political shifts that have inspired the work of international artists, such as Marina Abramovic (Serbia), Pina Bausch (Germany), Nora Chipaumire (Zimbabwe), Ping Chong (US/Canada), Peter Sellars (US), and The Yes Men (US). Weekly readings, screenings and guest artists provide the foundation for an understanding of the role of director as an artist who finds inspiration in the contradictions of the world. Students taking graduate version complete additional assignments."
3784,"Provides directed practice in the artistic disciplines of performance, including stage design, projection and new media design, acting, directing, lighting design, costume design, and other creative fields. Students test and refine their skills in the presentation of fully produced plays, installations, design projects, dance, film, music theater, opera, and other performing arts events by participating in research and the rehearsal/performance process. Students seeking to design an individual project with a particular faculty member must obtain the approval of the Director of Theater Arts."
3785,"Provides opportunities for applied practice in the artistic disciplines of performance and scenography, including acting, directing, playwriting, stage design, lighting design, costume design, projection, and sound design. Students test and refine their skills in the prototyping of design projects, installations, plays, dance, film, music theater, opera, and other performing arts events. Follows the research and rehearsal process through production and studio performances. Students seeking to design an individual project with a particular faculty member must obtain the approval of the Director of Theater Arts."
3786,"Refines the student actor's use of the language of the stage with work on text and physical presentation. Explores issues of style, including the understanding and honoring, in performance, of the specific requirements from several different periods of the Western theatrical tradition. Periods may differ from term to term. Students taking graduate version complete additional assignments."
3787,"Refines the student actor's use of the language of the stage with work on text and physical presentation. Explores issues of style, including the understanding and honoring, in performance, of the specific requirements from several different periods of the Western theatrical tradition. Periods may differ from term to term. Students taking graduate versions complete additional assignments."
3788,"Integrates media and communication technologies in performing arts. Studio exercises provide a forum for experimentation. Contemporary and historical techniques for media integration examined through readings, viewing videos and short written essays. Technologies examined include digital imaging, composite and live feed digital video, and web-based performance. Engages the designer, director, choreographer, performer, visual artist or programmer in the practice of integrating media into live art events. Equipment is provided. Students taking graduate version complete additional assignments."
3789,"Integrates media and communication technologies in performing arts. Studio exercises provide a forum for experimentation. Contemporary and historical techniques for media integration examined through readings, viewing videos and short written essays. Technologies examined include digital imaging, composite and live feed digital video, and web-based performance. Engages the designer, director, choreographer, performer, visual artist or programmer in the practice of integrating media into live art events. Equipment is provided. Students taking graduate version complete additional assignments."
3790,"Multidisciplinary lecture/workshop engages students in a variety of approaches to the study and practice of performance as an area of aesthetic and social interaction. Special attention paid to the use of diverse media in performance. Interdisciplinary approaches to study encourage students to seek out material histories of performance and practice. May be repeated for credit if topics differ."
3791,"See description under 21M.846. Assignments differ."
3792,"Multidisciplinary independent study provides opportunity for individual practica in the performing arts. While opportunities may include directed theoretical research and practice in production and performance with permanent and visiting faculty, students are encouraged to propose independent programs of study to a member of the theater arts faculty. Permission of supervising faculty member required."
3793,"Multidisciplinary independent study geared toward the development of significant projects in the performing arts. All proposals must be vetted and supervised by a member of the Theater Arts faculty, with whom the student will work over the course of semester."
3794,"Advanced multidisciplinary studio workshop provides opportunity for advanced study in the performing arts. Topics vary from term to term; may be taught by visiting faculty. May be repeated for credit if content differs."
3795,"Offers directed research in the spheres of theory, history, performance studies, dramaturgy, etc. Permission of the supervising member of the Theater Arts faculty required."
3796,"Offers directed research of advanced theatrical subjects occurring in either the performance or theoretical spheres. May be repeated for credit with permission."
3797,"Definition of and early-stage work on thesis project leading to 21M.THU Undergraduate Thesis in Music or Theater Arts. Taken during the first term, or during IAP, of the student's two-term commitment to the thesis project. Student works closely with an individual faculty tutor. Limited to Music or Theater Arts Majors."
3798,"Completion of work on senior major thesis in Music or Theater Arts under supervision of a faculty tutor. Includes oral presentation of thesis project early in the term, assembling and revising final text and meeting at the close with a committee of Music or Theater Arts faculty evaluators to discuss successes and limitations of the project. Limited to Music or Theater Arts majors."
3799,"Empty text. This is a test"
3800,"Individual participation in an ongoing music research project. For students in the Undergraduate Research Opportunities Progam."
3801,"Leadership seminar addresses professional issues of military leadership, ethics, foreign policy, internal affairs and naval warfare doctrine. Subject matter centers on preparation for commissioned service in the US Naval Forces by examining the role of the junior officer in the employment of naval power. Mostly student originated, the periods include panel discussions, practical applications, guest lecturers from academia, and speakers currently serving in deployed naval forces."
3802,"Introduction to naval science. General introduction to the US Navy and Marine Corps. Emphasizes organizational structure, warfare components, and assigned roles/missions of US Navy/USMC. Covers all aspects of naval service from its relative position within DOD, to specific warfare communities/career paths. Also includes basic elements of leadership/Navy core values. Designed to give student initial exposure to many elements of naval culture. Provides students with conceptual framework and working vocabulary. Completion of MIT NROTC Orientation Program strongly recommended."
3803,"A study of the US Navy and the influence of sea power upon history. Incorporates both a historical and political science process to explore the major events, attitudes, personalities, and circumstances which have imbued the US Navy with its proud history and rich tradition. Deals with issues of national imperatives in peacetime as well as war, varying maritime philosophies which were interpreted into naval strategies/doctrines, budgetary concerns which shaped force realities, and the pursuit of American diplomatic objectives, concluding with the current search for direction in the post-Cold War era and beyond."
3804,"Leadership seminar addresses professional issues of military leadership, ethics, foreign policy, internal affairs and naval warfare doctrine. Subject matter centers on preparation for commissioned service in the US Naval Forces by examining the role of the junior officer in the employment of naval power. Mostly student originated, the periods include panel discussions, practical applications, guest lecturers from academia, and speakers currently serving in deployed naval forces."
3805,"Explores leadership from the military perspective taught by professors of military science from the Army, Navy and Air Force. Survey of basic principles for successfully managing and leading people, particularly in public service and the military. Develops skills in topics such as oral and written communication techniques, planning, team building, motivation, ethics, decision-making, and managing change. Relies heavily on interactive experiential classes with case studies, student presentations, role plays, and discussion. Also appropriate for non-management science majors."
3806,"Comprehensive study of the theory, principles, and procedures of piloting and maritime navigation, including mathematics of navigation, practical work involving navigational instruments, sight reduction by pro forma and computerized methods, charts, publications, and voyage planning. CORTRAMID cruise recommended."
3807,"Leadership seminar addresses professional issues of military leadership, ethics, foreign policy, internal affairs and naval warfare doctrine. Subject matter centers on preparation for commissioned service in the US Naval Forces by examining the role of the junior officer in the employment of naval power. Mostly student originated, the periods include panel discussions, practical applications, guest lecturers from academia, and speakers currently serving in deployed naval forces."
3808,"Lecture series on technological fundamentals of applied and planned naval ships Systems from an engineering viewpoint. Topics include stability, propulsion, ship control and systems."
3809,"Overview of the properties and behavior of electromagnetic radiation pertaining to maritime applications. Topics include communications, radar detection, electro-optics, tracking and guidance systems. Sonar and underwater sound propagation also discussed. Examples taken from systems found on naval ships and aircraft. Selected readings on naval weapons and fire control systems. Physics I (GIR) and Calculus II (GIR) recommended."
3810,"Traces development of warfare from dawn of recorded history to present, focusing on the impact of major military theorists, strategists, tacticians, and technological developments. Seeks to understand the relationships between military training, weaponry, strategies and tactics, and the societies and cultures that produce and then are defended by those military structures. By examining the association between a society and its military, students acquire basic sense of strategy, develop an understanding of military alternatives, and see the impact of historical precedents on military thoughts and actions."
3811,"Leadership seminar addresses professional issues of military leadership, ethics, foreign policy, internal affairs and naval warfare doctrine. Subject matter centers on preparation for commissioned service in the US Naval Forces by examining the role of the junior officer in the employment of naval power. Mostly student originated, the periods include panel discussions, practical applications, guest lecturers from academia, and speakers currently serving in deployed naval forces."
3812,"Comprehensive study of tactical and strategic considerations to the employment of naval forces, including communications, tactical formations and dispositions, relative motion, maneuvering board, and nautical rules of the road."
3813,"Analyzes ethical decision-making and leadership principles. Students read and discuss texts written by such philosophers as Aristotle, Kant, and Mill to gain familiarity with the realm of ethical theory. Students then move on to case studies in which they apply these theories to resolve moral dilemmas. Provides a basic background in the duties and responsibilities of a junior division and watch officer; strong emphasis on the junior officer's responsibilities in training, counseling, and career development. Student familiarization with equal opportunity and drug/alcohol rehabilitation programs. Principles of leadership reinforced through leadership case studies."
3814,"This seminar course is an introduction to the fundamental concepts and history of amphibious warfare, from the classical period to the present day. Emphasis is placed on analytical study and critical thought rather than memorization of historical facts. Students will trace the evolution of amphibious warfare through analysis of case studies using amphibious and maneuver doctrine as a framework. By the end of this course, students will comprehend modern employment concepts and challenges relating to the use of amphibious forces."
3815,"See description under subject 3.021."
3816,"Provides an introduction to nuclear science and its engineering applications. Describes basic nuclear models, radioactivity, nuclear reactions and kinematics. Covers the interaction of ionizing radiation with matter, with an emphasis on radiation detection, radiation shielding, and radiation effects on human health. Presents energy systems based on fission and fusion nuclear reactions, as well as industrial and medical applications of nuclear science."
3817,"Surveys the range of diverse subjects in nuclear science and engineering covered by the department. Topics include quantum computing, energy and power, radiation effects-stem cells and DNA, BNCT, nuclear space applications, fusion, airport security, accelerators, magnetic resonance imaging, non-proliferation, risk assessment, safety, biology and medicine. A demonstration of the MIT Reactor as a research tool is given as well as a tour of the MIT Tokomak fusion machine and accelerators used in research."
3818,"Lectures and discussion introducing the range of topics relevant to plasma physics and fusion engineering. Introductory discussion of the economic and ecological motivation for the development of fusion power. Contemporary magnetic confinement schemes, theoretical questions, and engineering considerations are presented by expert guest lecturers. Includes visit to Plasma Science and Fusion Center experimental facilities."
3819,"See description under subject 10.01."
3820,"Covers basic concepts of nuclear physics with emphasis on nuclear structure and interactions of radiation with matter. Topics include elementary quantum theory; nuclear forces; shell structure of the nucleus; alpha, beta and gamma radioactive decays; interactions of nuclear radiations (charged particles, gammas, and neutrons) with matter; nuclear reactions; fission and fusion."
3821,"Group design project involving integration of nuclear physics, particle transport, control, heat transfer, safety, instrumentation, materials, environmental impact, and economic optimization. Provides opportunity to synthesize knowledge acquired in nuclear and non-nuclear subjects and apply this knowledge to practical problems of current interest in nuclear applications design. Past projects have included using a fusion reactor for transmutation of nuclear waste, design and implementation of an experiment to predict and measure pebble flow in a pebble bed reactor, and development of a mission plan for a manned Mars mission including the conceptual design of a nuclear powered space propulsion system and power plant for the Mars surface, a lunar/Martian nuclear power station and the use of nuclear plants to extract oil from tar sands. Students taking graduate version complete additional assignments."
3822,"Surveys the major social challenges for nuclear energy. Topics include the ability of nuclear power to help mitigate climate change; challenges associated with ensuring nuclear safety; the effects of nuclear accidents; the management of nuclear waste; the linkages between nuclear power and nuclear weapons, the consequences of nuclear war; and political challenges to the safe and economic regulation of the nuclear industry. Weekly readings presented from both sides of the debate, followed by in-class discussions. Instruction and practice in oral and written communication provided. Limited to 18."
3823,"Introduces fundamental properties of the neutron. Covers reactions induced by neutrons, nuclear fission, slowing down of neutrons in infinite media, diffusion theory, the few-group approximation, point kinetics, and fission-product poisoning. Emphasizes the nuclear physics bases of reactor design and its relationship to reactor engineering problems."
3824,"See description under subject 3.154[J]."
3825,"Provides a background in sources of radiation with an emphasis on terrestrial and space environments and on industrial production. Discusses experimental approaches to evaluating biological effects resulting from irradiation regimes differing in radiation type, dose and dose-rate. Effects at the molecular, cellular, organism, and population level are examined. Literature is reviewed identifying gaps in our understanding of the health effects of radiation, and responses of regulatory bodies to these gaps is discussed. Students taking graduate version complete additional assignments."
3826,"Using the basic principles of reactor physics, thermodynamics, fluid flow and heat transfer, students examine the engineering design of nuclear power plants. Emphasizes light-water reactor technology, thermal limits in nuclear fuels, thermal-hydraulic behavior of the coolant, nuclear safety and dynamic response of nuclear power plants."
3827,"Provides the knowledge necessary for reading schematics and designing, building, analyzing, and testing fundamental analog and digital circuits. Students construct interactive examples and explore the practical uses of electronics in engineering and experimental science, including signals and measurement fundamentals. Uses state-of-the-art hardware and software for data acquisition, analysis, and control. Suitable for students with little or no previous background in electronics. Limited to 20."
3828,"Assessment of current and potential future energy systems. Covers resources, extraction, conversion, and end-use technologies, with emphasis on meeting 21st-century regional and global energy needs in a sustainable manner. Examines various renewable and conventional energy production technologies, energy end-use practices and alternatives, and consumption practices in different countries. Investigates their attributes within a quantitative analytical framework for evaluation of energy technology system proposals. Emphasizes analysis of energy propositions within an engineering, economic and social context. Students taking graduate version complete additional assignments. Limited to juniors and seniors."
3829,"Combines lectures, demonstrations, and experiments. Review of radiation protection procedures and regulations; theory and use of alpha, beta, gamma, and neutron detectors; applications in imaging and dosimetry; gamma-ray spectroscopy; design and operation of automated data acquisition experiments using virtual instruments. Meets with graduate subject 22.90, but homework assignments and examinations differ. Instruction and practice in written communication provided."
3830,"For undergraduates who wish to conduct a one-term project of theoretical or experimental nature in the field of nuclear engineering, in close cooperation with individual staff members. Topics and hours arranged to fit students' requirements. Projects require prior approval by the Course 22 Undergraduate Office. 22.093 is graded P/D/F."
3831,"Seminar or lecture on a topic in nuclear science and engineering that is not covered in the regular curriculum."
3832,"See description under subject 2.EPE."
3833,"See description under subject 2.EPW. Enrollment limited."
3834,"A series of lectures on prospectus and thesis writing. Students select a thesis topic and a thesis advisor who reviews and approves the prospectus for thesis work in the spring term."
3835,"Program of research, leading to the writing of an SB thesis, to be arranged by the student and appropriate MIT faculty member. See department undergraduate headquarters."
3836,"Empty text. This is a test"
3837,"The Undergraduate Research Opportunities Program is an excellent way for undergraduate students to become familiar with the department of Nuclear Science and Engineering. Student research as a UROP project has been conducted in areas of fission reactor studies, utilization of fusion devices, applied radiation physics research, and biomedical applications. Projects include the study of engineering aspects for fusion and fission energy sources, and utilization of radiations."
3838,"Introduction to nuclear structure, reactions, and radioactivity. Review of quantization, the wave function, angular momentum and tunneling. Simplified application to qualitative understanding of nuclear structure. Stable and unstable isotopes, radioactive decay, decay products and chains. Nuclear reactions, cross-sections, and fundamental forces, and the resulting phenomena."
3839,"The interaction, attenuation, and biological effects of penetrating radiation, especially neutrons and photons. Physical processes of radiation scattering and absorption, and their cross-sections. Outline of health physics. Biological effects of radiation, and its quantification. Principles of radiation shielding, detection, dosimetry and radiation protection."
3840,"Introduction to generation of energy from nuclear reactions. Characteristics of nuclear energy. Fission cross-sections, criticality, and reaction control. Basic considerations of fission reactor engineering, thermal hydraulics, and safety. Nuclear fuel and waste characteristics. Fusion reactions and the character and conditions of energy generation. Plasma physics and approaches to achieving terrestrial thermonuclear fusion energy."
3841,"Introduces the fundamental phenomena of materials science with special attention to radiation and harsh environments. Materials lattices and defects and the consequent understanding of strength of materials, fatigue, cracking, and corrosion. Coulomb collisions of charged particles; their effects on structured materials; damage and defect production, knock-ons, transmutation, cascades and swelling. Materials in fission and fusion applications: cladding, waste, plasma-facing components, blankets."
3842,"Introduces computational methods for solving physical problems in nuclear applications. Ordinary and partial differential equations for particle orbit, and fluid, field, and particle conservation problems; their representation and solution by finite difference numerical approximations. Iterative matrix inversion methods. Stability, convergence, accuracy and statistics. Particle representations of Boltzmann's equation and methods of solution such as Monte-Carlo and particle-in-cell techniques."
3843,"Introduces the societal context and challenges for nuclear technology. Major themes include economics and valuation of nuclear power, interactions with government and regulatory frameworks; safety, quantification of radiation hazards, and public attitudes to risk. Covers policies and methods for limiting nuclear-weapons proliferation, including nuclear detection, materials security and fuel-cycle policy."
3844,"Provides an overview of reactor physics methods for core design and analysis. Topics include nuclear data, neutron slowing down, homogeneous and heterogeneous resonance absorption, calculation of neutron spectra, determination of group constants, nodal diffusion methods, Monte Carlo simulations of reactor core reload design methods."
3845,"Addresses advanced topics in nuclear reactor physics with an additional focus towards computational methods and algorithms for neutron transport. Covers current methods employed in lattice physics calculations, such as resonance models, critical spectrum adjustments, advanced homogenization techniques, fine mesh transport theory models, and depletion solvers. Also presents deterministic transport approximation techniques, such as the method of characteristics, discrete ordinates methods, and response matrix methods."
3846,"Covers numerous high-level topics in nuclear reactor analysis methods and builds on the student's background in reactor physics to develop a deep understanding of concepts needed for time-dependent nuclear reactor core physics, including coupled non-linear feedback effects. Introduces numerical algorithms needed to solve real-world time-dependent reactor physics problems in both diffusion and transport. Additional topics include iterative numerical solution methods (e.g., CG, GMRES, JFNK, MG), nonlinear accelerator methods, and numerous modern time-integration techniques."
3847,"Study of the relationship between the technical and policy elements of the nuclear fuel cycle. Topics include uranium supply, enrichment, fuel fabrication, in-core reactivity and fuel management of uranium and other fuel types, used fuel reprocessing and waste disposal. Principles of fuel cycle economics and the applied reactor physics of both contemporary and proposed thermal and fast reactors are presented. Nonproliferation aspects, disposal of excess weapons plutonium, and transmutation of long lived radioisotopes in spent fuel are examined. Several state-of-the-art computer programs relevant to reactor core physics and heat transfer are provided for student use in problem sets and term papers."
3848,"Engineering principles of nuclear reactors, emphasizing power reactors. Power plant thermodynamics, reactor heat generation and removal (single-phase as well as two-phase coolant flow and heat transfer), and structural mechanics. Engineering considerations in reactor design."
3849,"Emphasis on thermo-fluid dynamic phenomena and analysis methods for conventional and nuclear power stations. Kinematics and dynamics of two-phase flows. Steam separation. Boiling, instabilities, and critical conditions. Single-channel transient analysis. Multiple channels connected at plena. Loop analysis including single and two-phase natural circulation. Subchannel analysis."
3850,"Structural components in nuclear power plant systems, their functional purposes, operating conditions, and mechanical/structural design requirements. Combines mechanics techniques with models of material behavior to determine adequacy of component design. Considerations include mechanical loading, brittle fracture, inelastic behavior, elevated temperatures, neutron irradiation, vibrations and seismic effects."
3851,"Focuses on the application of computational fluid dynamics to the analysis of power generation and propulsion systems, and on industrial and chemical processes in general. Discusses simulation methods for single and multiphase applications and their advantages and limitations in industrial situations. Students practice breaking down an industrial problem into its modeling challenges, designing and implementing a plan to optimize and validate the modeling approach, performing the analysis, and quantifying the uncertainty margin."
3852,"Group design project involving integration of nuclear physics, particle transport, control, heat transfer, safety, instrumentation, materials, environmental impact, and economic optimization. Provides opportunity to synthesize knowledge acquired in nuclear and non-nuclear subjects and apply this knowledge to practical problems of current interest in nuclear applications design. Past projects have included using a fusion reactor for transmutation of nuclear waste, design and implementation of an experiment to predict and measure pebble flow in a pebble bed reactor, and development of a mission plan for a manned Mars mission including the conceptual design of a nuclear powered space propulsion system and power plant for the Mars surface. Students taking graduate version complete additional assignments."
3853,"Interpretations of the concept of probability. Basic probability rules; random variables and distribution functions; functions of random variables. Applications to quality control and the reliability assessment of mechanical/electrical components, as well as simple structures and redundant systems. Elements of statistics. Bayesian methods in engineering. Methods for reliability and risk assessment of complex systems, (event-tree and fault-tree analysis, common-cause failures, human reliability models). Uncertainty propagation in complex systems (Monte Carlo methods, Latin hypercube sampling). Introduction to Markov models. Examples and applications from nuclear and other industries, waste repositories, and mechanical systems. Open to qualified undergraduates."
3854,"Integration of reactor physics and engineering sciences into nuclear power plant design focusing on designs that are projected to be used in the first half of this century. Topics include materials issues in plant design and operations, aspects of thermal design, fuel depletion and fission-product poisoning, and temperature effects on reactivity. Safety considerations in regulations and operations such as the evolution of the regulatory process, the concept of defense in depth, general design criteria, accident analysis, probabilistic risk assessment, and risk-informed regulations."
3855,"See description under subject 2.62[J]."
3856,"Introduces elements of applied quantum mechanics and statistical physics. Starting from the experimental foundation of quantum mechanics, develops the basic principles of interaction of electromagnetic radiation with matter. Introduces quantum theory of radiation, time-dependent perturbation theory, transition probabilities and cross sections. Applications are to controlling coherent and decoherent dynamics with examples from quantum information processing."
3857,"Provides a background in sources of radiation with an emphasis on terrestrial and space environments and on industrial production. Discusses experimental approaches to evaluating biological effects resulting from irradiation regimes differing in radiation type, dose and dose-rate. Effects at the molecular, cellular, organism, and population level are examined. Literature is reviewed identifying gaps in our understanding of the health effects of radiation, and responses of regulatory bodies to these gaps is discussed. Students taking graduate version complete additional assignments."
3858,"Background in the theory and application of noninvasive imaging methods in biology and medicine, with emphasis on neuroimaging. Focuses on the modalities most frequently used in scientific research (x-ray CT, PET/SPECT, MRI, and optical imaging), and includes discussion of molecular imaging approaches used in conjunction with these scanning methods. Lectures are supplemented by in-class discussions of problems in research and demonstrations of imaging systems."
3859,"See description under subject HST.584[J]."
3860,"Discusses the theory and application of nuclear magnetic resonance spectroscopy to questions of the spatial distribution of spins. Covers NMR imaging, localized spectroscopy, and local geometries as determined by diffusive processes. The theory is discussed in terms of the density operator and reciprocal space (for both imaging and motional studies). Describes applications to rapid imaging, dynamic imaging, microscopy, and localized spectroscopy. Instrumentation and experimental constraints are also described."
3861,"Introduces plasma phenomena relevant to energy generation by controlled thermonuclear fusion and to astrophysics. Elementary plasma concepts, plasma characterization. Motion of charged particles in magnetic fields. Coulomb collisions, relaxation times, transport processes. Two-fluid hydrodynamic and MHD descriptions. Plasma confinement by magnetic fields, simple equilibrium and stability analysis. Wave propagation in a magnetic field; application to RF plasma heating. Introduction to kinetic theory; Vlasov, Boltzmann and Fokker-Planck equations; relation of fluid and kinetic descriptions. Electron and ion acoustic plasma waves, Landau damping."
3862,"See description under subject 8.614[J]."
3863,"Discussion of MHD equilibria in cylindrical, toroidal, and noncircular configurations. MHD stability theory including the Energy Principle, interchange instability, ballooning modes, second region of stability, and external kink modes. Description of current configurations of fusion interest."
3864,"The Fokker-Planck operator for Coulomb collisions, including the Landau and Rosenbluth potential forms, is derived, expanded to obtain useful limits, and used to define characteristic times. Classical collisional transport in an arbitrary magnetic field is developed first, and then the high (Pfirsch-Schluter), low (banana), and intermediate (plateau) collisionality regimes of tokamak transport are examined with emphasis on the banana regime where bootstrap current is most pronounced. Gyrokinetics and zonal flow is discussed."
3865,"Introduces plasma turbulence and turbulent transport, with a focus on fusion plasmas. Covers theory of mechanisms for turbulence in confined plasmas, fluid and kinetic equations, and linear and nonlinear gyrokinetic equations; transport due to stochastic magnetic fields, magnetohydrodynamic (MHD) turbulence, and drift wave turbulence; and suppression of turbulence, structure formation, intermittency, and stability thresholds. Emphasis on comparing experiment and theory. Discusses experimental techniques, simulations of plasma turbulence, and predictive turbulence-transport models."
3866,"Basic nuclear physics and plasma physics for controlled fusion. Fusion cross sections and consequent conditions required for ignition and energy production. Principles of magnetic and inertial confinement. Description of magnetic confinement devices: tokamaks, stellarators and RFPs, their design and operation. Elementary plasma stability considerations and the limits imposed. Plasma heating by neutral beams and RF. Outline design of the ITER &quot;burning plasma&quot; experiment and a magnetic confinement reactor."
3867,"Fusion reactor design considerations: ignition devices, engineering test facilities, and safety/environmental concerns. Magnet principles: resistive and superconducting magnets; cryogenic features. Blanket and first wall design: liquid and solid breeders, heat removal, and structural considerations. Heating devices: radio frequency and neutral beam."
3868,"Introduction to the physical processes used to measure the properties of plasmas, especially fusion plasmas. Measurements of magnetic and electric fields, particle flux, refractive index, emission and scattering of electromagnetic waves and heavy particles; their use to deduce plasma parameters such as particle density, pressure, temperature, and velocity, and hence the plasma confinement properties. Discussion of practical examples and assessments of the accuracy and reliability of different techniques."
3869,"See description under subject 3.40[J]."
3870,"See description under subject 3.54[J]."
3871,"See description under subject 3.33[J]."
3872,"Studies the origins and effects of radiation damage in structural materials for nuclear applications. Radiation damage topics include formation of point defects, defect diffusion, defect reaction kinetics and accumulation, and differences in defect microstructures due to the type of radiation (ion, proton, neutron). Radiation effects topics include detrimental changes to mechanical properties, phase stability, corrosion properties, and differences in fission and fusion systems. Term project required."
3873,"Application of chemical engineering to nuclear fission reactors and nuclear waste reprocessing. Review of chemical kinetics, equilibrium, and thermodynamics. Chemistry of inorganic elements used in nuclear technology. Principles of chemical separation of radioactive waste. Examination of separation engineering processes. Isotopic enrichment techniques and processes. Chemical behavior of stable elements and radionuclides in reactor conditions. Laboratory demonstration of radioisotope separations."
